URL,Version,Status,OIDs,Name,Title,Descriptino,Uses,Used,Sources
http://hl7.org/fhir/uv/sphr/ValueSet/apple-health-kit-biological-sex-value-set,1.0.0-ballot,draft,,AppleHealthKitBiologicalSexValueSet,Apple HealthKit Biological Sex Value Set,"Apple HealthKit Biological Sex Value Set",,"Internal"
http://hl7.org/fhir/uv/sphr/ValueSet/apple-health-kit-category-type-value-set,1.0.0-ballot,draft,,AppleHealthKitCategoryTypeValueSet,Apple HealthKit Category Type Value Set,"A type that identifies samples that contain a value from a small set of possible values.",,"Internal"
http://hl7.org/fhir/uv/sphr/ValueSet/apple-health-kit-characteristic-type-value-set,1.0.0-ballot,draft,,AppleHealthKitCharacteristicTypeValueSet,Apple HealthKit Charactersitic Type Value Set,"Apple HealthKit Charactersitic Type Value Set",,"Internal"
http://hl7.org/fhir/uv/sphr/ValueSet/apple-health-kit-correlation-type-value-set,1.0.0-ballot,draft,,AppleHealthKitCorrelationTypeValueSet,Apple HealthKit Correlation Type Value Set,"Possible values for AppleHealthKitSample.correlationType",,"Internal"
http://hl7.org/fhir/uv/sphr/ValueSet/apple-health-kit-quantity-type-value-set,1.0.0-ballot,draft,,AppleHealthKitQuantityTypeValueSet,Apple HealthKit Quantity Type Value Set,"Possible values for AppleHealthKitSample.quantityType",,"Internal"
http://hl7.org/fhir/uv/sphr/ValueSet/apple-health-kit-sample-type-value-set,1.0.0-ballot,draft,,AppleHealthKitSampleTypeValueSet,Apple HealthKit Sample Type Value Set,"Possible values for AppleHealthKitSample.sampleType",,"Internal"
http://hl7.org/fhir/uv/sphr/ValueSet/apple-health-kit-workout-activity-type-value-set,1.0.0-ballot,draft,,AppleHealthKitWorkoutActivityTypeValueSet,Apple HealthKit Workout Activity Type Value Set,"Possible values for AppleHealthLitSample.workoutActivityType",,"Internal"
http://hl7.org/fhir/uv/sphr/ValueSet/apple-health-kit-workout-event-type-value-set,1.0.0-ballot,draft,,AppleHealthKitWorkoutEventTypeValueSet,Apple HealthKit Workout Event Type Value Set,"Possible values for AppleHealthKitWorkoutEvent.type",,"Internal"
http://hl7.org/fhir/uv/sphr/ValueSet/pcd-sleep-observation-code,1.0.0-ballot,draft,,PCDSleepObservationCode,Patient contributed data: sleep observation code,"This value set includes codes to track patient sleep recorded by device or app",,"SCT,LOINC"
http://hl7.org/fhir/uv/sphr/ValueSet/pcd-sleep-observation-value,1.0.0-ballot,draft,,PCDSleepStageValueCode,Patient contributed data: sleep stage value,"This value set includes codes to track patient sleep values recorded by device or app",,"SCT"
